id,query,tipo,groundtruth,documento,ruta,pagina,chunks
59,¿Qué procedimiento de señalización utiliza la interfaz D-Sub para indicar el estado “In operation”?,,Outputsignal for operation of converters: High 24VDC: Converter 1+2 in operation ; Low 0VDC: converter 1+2 standby,Electrical documentation Control cabinet_engl.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Electrical documentation Control cabinet_engl.pdf,13,
60,,procedimiento,,,,,
61,¿Cuál es el uso previsto de la SP3000 máquina láser Trotec?,regla,"La máquina descrita en este manual está concebida exclusivamente para el corte, gravado y marcado láser de no-metal y material de acuerdo con el uso previsto de la máquina utilizando el software suministrado.",Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,11,
62,¿Qué procedimiento debe seguir el operador en caso de incendio durante el uso de la SP3000 máquina láser Trotec?,procedimiento,En caso de incendio: Utilice solo extintor de incendios de CO2 para apagar el fuego en la medida en que sea posible sin dañarse usted a usted mismo. ,Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,25,
63,¿Cuál es el área de trabajo máxima de la SP3000 máquina láser Trotec según los datos técnicos?,factual tabla,Área de trabajo 2.210 x 3.210 mm (87 x 126 pulg),Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,31,
64,¿Qué clase de láser tiene la SP3000 máquina láser Trotec durante el funcionamiento normal?,factual,SP3000 máquina láser Clase 2 (EE.UU.: clase II) en el área de trabajo y en el rango de manejo ,Manual de instrucciones SP3000.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\Manual de instrucciones SP3000.pdf,14,
65,¿Qué tipo de alimentación eléctrica recibe la SP3000 máquina láser Trotec según el esquema AC-Supply?,factual,Einspeisung: 3x 400V AC +N +PE 50/60Hz ,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,8,
66,¿Qué procedimiento de seguridad está conectado al módulo de interlock en la electrónica de alimentación DC de la SP3000 máquina láser Trotec?,procedimiento,INTERLOCK – PNOZ S7 24VDC PILZ.750 107 ,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,11,
67,¿Qué interfaz de comunicación se utiliza para la conexión de red del láser Synrad i401 en la SP3000 máquina láser Trotec?,factual,RJ-45 ( J8 ) LAN-Interface ,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,15,
68,¿Qué regla define la señal Laser-Active-out en la fuente láser Synrad i401 de la SP3000 máquina láser Trotec?,regla,Laser-Active-out ,SP3000_C400_Rev1.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\LASER TROTEC\SP3000_C400_Rev1.pdf,15,
69,¿Qué tipos de mediciones se documentan en el informe DGUV de la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,1.) Niederohmmessung nach DIN VDE 0413 Teil 4 und Schutzleitermessungsdokumentation nach DIN VDE 0100 Teil 600  2.) Isolationsmessung nach DIN VDE 0100 Teil 610  3.) FI Messung nach DIN VDE 0100-410  4.) Spannungsmessung  5.) Drehfeld- und Schleifenmessung  6.) 24VDC Strom- und Spannungmessung  7.) Profinetmessung ,1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,2,
70,¿Qué tensión se midió entre L1-L2 en la alimentación principal del interruptor principal de la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,"L1-L2 399,7 ",1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,9,
71,¿Qué procedimiento de medición de aislamiento se aplica y cuál es la tensión de prueba utilizada en la SE210 Glovebox WELD MTP 180-32 TT?,procedimiento,"Isolationsmessung Prüfspannung 500V Schutzklasse I – > 0,3MΩ (mit Heizelementen) Schutzklasse I – > 1MΩ (ohne Heizelementen) > 2MΩ Schutzklasse II >2,0MΩ ",1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,6,
72,¿Qué condición debe cumplirse para la medición del interruptor diferencial (RCD) en la SE210 Glovebox WELD MTP 180-32 TT?,regla,FI Messung Auslösezeit ~40ms Auslösestrom <30mA ,1005806 07 DGUV.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\01 Seguridad\1005806 07 DGUV.pdf,8,
73,¿Qué advertencia general debe cumplirse antes de realizar cualquier tarea de mantenimiento en la SE210 Glovebox WELD MTP 180-32 TT?,regla,"¡Antes de llevar a cabo ninguna tarea de mantenimiento, lea atentamente los datos de los puntos de mantenimiento! ",1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,3,
74,¿Qué procedimiento debe seguirse para evitar la reconexión accidental durante el mantenimiento de la SE210 Glovebox WELD MTP 180-32 TT?,procedimiento,Señalice y cierre la instalación; coloque advertencia en el interruptor principal; interrumpa el circuito de seguridad y asegúrelo frente a un cierre; cierre y despresurice la conexión de aire comprimido. ,1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,5,
75,¿Cuál es el intervalo de mantenimiento para la comprobación de daños y suciedad general en la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,1 vez al día o después de 24 horas de servicio ,1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,9,
76,¿Qué par de apriete corresponde a un tornillo M20 (clase 8.8) en la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,M20 = 385 Nm ,1005806 01 Plan de mantenimiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\03 Mantenimiento\1005806 01 Plan de mantenimiento.pdf,24,
77,¿Cuál es el valor total del equipo indicado en la lista de piezas de recambio de la SE210 Glovebox WELD MTP 180-32 TT?,factual,"Total Equipment value = 2.730.000,00 € ",1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,1,
78,¿Qué fabricante y precio unitario tiene la CPU SIMATIC S7-1500F (6ES7517-3FP00-0AB0) en la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,"Siemens A 50 6ES7517-3FP00-0AB0 7.017,82 € ",1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,3,
79,¿Qué precio tiene el router industrial LAN-to-LAN ICR-2701 SL v2i en la SE210 Glovebox WELD MTP 180-32 TT?,factual tabla,"LAN-to-LAN Router ICR-2701 SL v2i … 529,80 € ",1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,3,
80,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos de la SE210 Glovebox WELD MTP 180-32 TT?,regla,Price validity: up to 3 months after issue ,1005806 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Punching Machine\1005806 Punching machine DAG BR 449\Español\04 Piezas de recambio\1005806 01 Lista de piezas de recambio.pdf,2,
81,¿Cuál es el número de proyecto asociado a los datos de sonotrodos del producto Steering Column Upper Cover VAN E.A?,factual,Project-No.: 100.096.01 ,Datos sonotrodos.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\Datos sonotrodos.pdf,1,
82,¿Qué números de generador se indican para los primeros conjuntos VE 01–VE 06 del producto Steering Column Upper Cover VAN E.A?,factual tabla,"Generador número: 246323, 232578, 232948, 251044, 232575, 246334 ",Datos sonotrodos.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\Datos sonotrodos.pdf,1,
83,¿Qué tipo de convertidor se utiliza en los primeros conjuntos VE del producto Steering Column Upper Cover VAN E.A?,factual tabla,"Convertidor tipo: K235.044, K235.044, K235.040, K235.040, K235.044, K235.044 ",Datos sonotrodos.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\Datos sonotrodos.pdf,1,
84,¿Qué números de sonotrodo aparecen en los primeros conjuntos del producto Steering Column Upper Cover VAN E.A?,factual tabla,"Sonotrodo número: 40193001, 40193101, 40193201, 40193211, 40193111, 40193011 ",Datos sonotrodos.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\Datos sonotrodos.pdf,1,
85,¿Qué instrumento de medición se utilizó para el protocolo de ruido del proyecto Steering Column Mercedes Van EA?,factual,"Instrumento de medición: Norsonic AS, Tipo: NOR 131, Número de serie: 1313879 ",FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,1,
86,¿Cuál fue el tiempo de ciclo de máquina utilizado durante las mediciones de ruido del proyecto Steering Column Mercedes Van EA?,factual,Tiempo de ciclo máquina de un ciclo: 12 segundos ,FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,1,
87,"¿Qué valores promedio de la máquina se obtuvieron para LAeq, Lmax y Peak en el protocolo de ruido del proyecto Steering Column Mercedes Van EA?",factual tabla,"LAeq 75 dB(A), L.max 80 dB(A), L.min 53 dB(A), Peak 100 C ",FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,2,
88,¿Es necesario el adhesivo de protección auditiva según el protocolo de ruido del proyecto Steering Column Mercedes Van EA?,regla,Necesario adhesivo protección auditiva: no ,FB0013.01 Protocolo de medidas de ruido.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0013.01 Protocolo de medidas de ruido.pdf,2,
89,¿Cuál es el valor medio general obtenido en la revisión de capacidad de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,"Valor medio general: µ = Xq/q 4,997 ",FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
90,¿Cuáles son los límites de especificación inferior y superior en la revisión de capacidad de la máquina del proyecto Steering Column Mercedes VAN EA?,factual tabla,"Valor límite inferior (VLI): 4,80 mm ; Valor límite superior (VLS): 5,20 mm ",FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
91,¿Qué instrumento de medición se utilizó en la revisión de capacidad de la máquina del proyecto Steering Column Mercedes VAN EA?,factual,Medio de medición: Digimatic Mini-Prozessor ,FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
92,¿Qué criterio de capacidad de calidad nominal debe cumplirse según el informe?,regla,Cifras de capacidad de calidad nominal Cmk > 1.33 ,FB0014.00 Revisión capacidad de máquina.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\FB0014.00 Revisión capacidad de máquina.pdf,1,
93,¿Cuál es el objetivo del control general regular de la puerta corredera?,factual,Determinación de la función correcta del completo sistema de seguridad. ,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
94,¿Qué procedimiento debe seguirse para comprobar el funcionamiento de las barras de conmutación en la puerta corredera?,procedimiento,Activando las barras de control es necesario que se active un movimiento de inversión inmediato de la puerta corredera. ,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
95,¿Con qué frecuencia se requiere el control del sistema según la norma ASR A1.7 en Alemania?,regla,Según la norma ASR A1.7 se requiere en Alemania un control anual. ,PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,1,
96,¿Qué acción debe realizarse si se detecta un error durante la prueba del sistema de la puerta corredera?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación. ",PA Control de puerta corredera.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control de puerta corredera.pdf,2,
97,¿Cuál es el objetivo del control general regular del portal corredero?,factual,Determinación de la función correcta del completo sistema de seguridad. ,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
98,¿Qué procedimiento debe seguirse para comprobar la barrera fotoeléctrica del portal corredero?,procedimiento,Controlar el funcionamiento de la barrera fotoeléctrica. (en caso de existir) ,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
99,¿Qué norma establece la periodicidad del control del sistema del portal corredero en Alemania?,regla,Según la norma ASR A1.7 se requiere en Alemania un control anual. ,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,1,
100,¿Qué acción debe realizarse si se detecta un funcionamiento inseguro del sistema?,regla,Con un funcionamiento inseguro del sistema de seguridad es necesario detener la instalación inmediatamente y realizar un control de seguridad completo según el manual de instrucciones y de conexiones. ,PA Control portal corredero.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Control portal corredero.pdf,2,
101,¿Cuál es el objetivo del control diario de la cortina fotoeléctrica?,factual,Determinación de la función correcta de la barrera fotoeléctrica. Control del campo de protección. ,PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,1,
102,¿Qué procedimiento debe seguirse para comprobar los haces de luz durante la prueba de la cortina fotoeléctrica?,procedimiento,"Cubrir cuidadosamente cada haz de luz con un cuerpo de prueba que no permita pasar la luz (mín 30mm de diámetro) delante del emisor, entre emisor y receptor, delante del receptor y antes/después de los espejos de refracción. ",PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,2,
103,¿Qué resultado debe observarse en los LED durante la prueba de la cortina fotoeléctrica?,factual tabla,En el receptor no debe relucir ningún LED; en el aparato UE401 solo debe relucir el LED rojo. ,PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,2,
104,¿Qué acción debe realizarse si ocurre un error durante la prueba del sistema?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación. ",PA Instrucciones de control-Control cortina fotoelectrica.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Instrucciones de control-Control cortina fotoelectrica.pdf,2,
105,¿Cuál es el objetivo del control diario del escáner láser?,factual,Determinación de la función correcta de la escáner láser. Control de los campos de protección. ,PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,1,
106,¿Qué procedimiento debe realizarse para verificar la función de protección del escáner láser durante el funcionamiento de la instalación?,procedimiento,Intervenir a propósito en el campo de protección seleccionado durante el funcionamiento de la instalación para controlar la función de protección para la instalación completa. Los avisadores luminosos del escáner láser deben cambiar de verde a rojo y el movimiento que genera peligro debe detenerse inmediatamente. ,PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,1,
107,¿Qué resultado debe observarse en los avisadores luminosos cuando se interrumpe el campo de seguridad del escáner láser?,factual tabla,Los avisadores luminosos del escáner láser deben cambiar de verde a rojo y el movimiento que genera peligro debe detenerse inmediatamente. ,PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,1,
108,¿Qué acción debe realizarse si ocurre un error durante la prueba del escáner láser?,regla,"En caso de suceder algún error durante la prueba, no seguir usando la instalación. ",PA Laserscanner.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Laserscanner.pdf,2,
109,¿Cuál es el objetivo del control de medición del nivel de presión sonora en la zona de ingreso?,factual,Determinar el nivel de presión sonora de una máquina durante el funcionamiento. ,PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,1,
110,¿Qué procedimiento debe seguirse para realizar la medición del nivel de presión sonora?,procedimiento,"Conectar la máquina y activar el ciclo automático (3 ciclos), montar el dispositivo delante del lugar de entrada, conectar el dispositivo, iniciar la medición junto con la máquina, repetir la medición con 2 ciclos adicionales y guardar los resultados. ",PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,2,
111,¿Cuántas mediciones deben realizarse durante el control del nivel de presión sonora?,factual tabla,Cantidad de mediciones: 3 ,PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,1,
112,¿Qué límite máximo de nivel de presión sonora no debe superarse tras la evaluación de resultados?,regla,El nivel de presión sonora registrado no debe exceder el valor de 80dB. ,PA Medición del nivel de presión sonora en la zona de ingreso.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\10. Protocolo de pruebas\PA Medición del nivel de presión sonora en la zona de ingreso.pdf,2,
113,¿Cuál es la responsabilidad principal del operario para garantizar la seguridad durante el funcionamiento de la máquina ECOFLEX iSONIC?,factual,"El explotador debe planificar las medidas de seguridad, garantizar el uso conforme, controlar los dispositivos de seguridad, proporcionar EPI, mantener las instrucciones disponibles y permitir solo personal cualificado. ",100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,7,
114,¿Qué procedimiento debe seguirse para liberar la parada de emergencia de la máquina ECOFLEX iSONIC?,procedimiento,"Desbloquear el conmutador de parada de emergencia, accionar la tecla luminosa “acuse de perturbación” y accionar la tecla luminosa “arranque de la posición inicial de la máquina” hasta alcanzar la posición inicial. ",100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,33,
115,"¿Cuáles son los principales datos técnicos de la máquina ECOFLEX iSONIC (peso, conexión eléctrica y presión neumática)?",factual tabla,Peso: 920 kg; Conexión eléctrica: 3 x 400V AC + N + PE / 50 Hz; Presión neumática: 6 bar (máx. 10 bar). ,100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,18,
116,¿Qué regla debe cumplirse respecto al personal con marcapasos al trabajar con la máquina?,regla,Está prohibido que personas con marcapasos o desfibrilador trabajen o permanezcan en la máquina. ,100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\2. Instrucciones de operacion\100.096.01 Traduccion de las instrucciones de funcionamiento.pdf,14,
117,¿Qué cantidad de generadores Profibus USG14MD-35/800 se especifican en los recambios del producto Steering Column Upper Cover VAN E.A?,factual tabla,Pos. 1 – Cant. 6 Stk – Generador Profibus USG14MD-35/800 Sonotronic ,100.096.01 - Recambios.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\3. Lista de piezas de recambio\100.096.01 - Recambios.pdf,1,
118,¿Qué fabricante y referencia tiene la válvula solenoide 5/3 utilizada en el producto Steering Column Upper Cover VAN E.A?,factual tabla,Válvula solenoide 5/3 – Festo CPE18-M1H-5/3G-1/4 ,100.096.01 - Recambios.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\3. Lista de piezas de recambio\100.096.01 - Recambios.pdf,1,
119,¿Qué capacidad tiene el depósito de aire comprimido incluido en los recambios del producto Steering Column Upper Cover VAN E.A?,factual,Depósito de aire comprimido de 20 L ,100.096.01 - Recambios.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\3. Lista de piezas de recambio\100.096.01 - Recambios.pdf,1,
120,¿Qué fabricante suministra la unidad de mantenimiento 3/8-MIDI completa del producto Steering Column Upper Cover VAN E.A?,factual tabla,Unidad de mantenimiento 3/8-MIDI completa – Festo CTO-Nummer 04-20006026 ,100.096.01 - Recambios.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\3. Lista de piezas de recambio\100.096.01 - Recambios.pdf,1,
121,¿Cuál es el uso destinado de la pistola de soldadura manual DNP-35?,regla,La pistola de soldadura manual de ultrasonidos ha sido desarrollada únicamente para realizar trabajos de soldadura por ultrasonidos de materiales termoplásticos que se fusionan bajo altas temperaturas y presión. ,27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,6,
122,¿Qué procedimiento describe la secuencia de trabajo al utilizar la pistola de soldadura manual DNP-35?,procedimiento,"Conectar el sonotrodo a la pieza, pulsar el gatillo para iniciar ultrasonidos, mantener presión ligera, soltar gatillo al finalizar, dejar el sonotrodo 2-3 s para enfriamiento y retirarlo. ",27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,12,
123,¿Qué datos técnicos principales tiene la pistola DNP-35 en cuanto a frecuencia y tensión de conexión?,factual tabla,Frecuencia 35 kHz; Tensión de conexión 230 V. ,27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Soldadura Ultrasonidos ECOFLEX\5. Opcion Instrucciones de operacion Pistola de soldadura\27.11.2014 ES Traducción de las instrucciones de funcionamiento Pistola de soldadura manual.pdf,7,
